country,year,iso_code,population,gdp
Niger,1998,NER,10854919,7.611.809.280.000
Nigeria,1998,NGA,116690528,239.844.507.648.000
Niue,1998,NIU,2230,
North Korea,1998,PRK,23023642,35.521.585.152.000
North Macedonia,1998,MKD,2012844,14.789.551.104.000
Northern Mariana Islands,1998,MNP,68516,
Norway,1998,NOR,4431672,216.977.244.160.000
Oman,1998,OMN,2279727,44.532.695.040.000
Pakistan,1998,PAK,145476112,419.024.863.232.000
Palestine,1998,PSE,2950926,17.641.238.528.000
Panama,1998,PAN,2885179,26.740.258.816.000
Papua New Guinea,1998,PNG,5138838,
Paraguay,1998,PRY,4923454,27.961.618.432.000
Peru,1998,PER,25818228,148.876.754.944.000
Philippines,1998,PHL,74491928,298.757.750.784.000
Poland,1998,POL,38379992,441.376.079.872.000
Portugal,1998,PRT,10179419,219.968.765.952.000
Puerto Rico,1998,PRI,3785240,92.960.505.856.000
Qatar,1998,QAT,581004,18.830.878.720.000
Reunion,1998,REU,763878,
Romania,1998,ROU,22161240,142.127.284.224.000
Russia,1998,RUS,147672720,1.259.447.386.112.000
Rwanda,1998,RWA,7914653,7.337.659.392.000
Saint Helena,1998,SHN,6183,
Saint Kitts and Nevis,1998,KNA,44256,
Saint Lucia,1998,LCA,156872,1.031.515.648.000
Saint Pierre and Miquelon,1998,SPM,6365,
Saint Vincent and the Grenadines,1998,VCT,114177,
Samoa,1998,WSM,180392,
Sao Tome and Principe,1998,STP,139801,300.902.176.000
Saudi Arabia,1998,SAU,20472576,436.679.278.592.000
Senegal,1998,SEN,9261531,18.848.458.752.000
Serbia,1998,SRB,7985509,50.685.452.288.000
Seychelles,1998,SYC,77683,1.062.691.392.000
Sierra Leone,1998,SLE,4449981,3.306.703.872.000
Singapore,1998,SGP,3866296,129.944.207.360.000
Slovakia,1998,SVK,5371086,73.994.518.528.000
Slovenia,1998,SVN,1988287,39.200.575.488.000
Solomon Islands,1998,SLB,408151,
Somalia,1998,SOM,8056861,
South Africa,1998,ZAF,45852172,307.359.744.000.000
South Korea,1998,KOR,46250260,908.368.084.992.000
Spain,1998,ESP,40362356,988.972.449.792.000
Sri Lanka,1998,LKA,18560806,101.234.851.840.000
Sudan,1998,SDN,25029146,
Suriname,1998,SUR,461754,
Sweden,1998,SWE,8828629,276.042.121.216.000
Switzerland,1998,CHE,7108225,288.736.575.488.000
Syria,1998,SYR,15500556,136.275.861.504.000
Taiwan,1998,TWN,21913670,523.233.591.296.000
Tajikistan,1998,TJK,6156815,9.509.147.648.000
Tanzania,1998,TZA,32626500,33.434.640.384.000
Thailand,1998,THA,61745216,552.405.762.048.000
Togo,1998,TGO,4728298,5.539.430.400.000
Tonga,1998,TON,101360,
Trinidad and Tobago,1998,TTO,1322582,21.393.889.280.000
Tunisia,1998,TUN,9677147,64.700.510.208.000
Turkey,1998,TUR,62242200,773.998.837.760.000
Turkmenistan,1998,TKM,4431523,12.945.862.656.000
Turks and Caicos Islands,1998,TCA,17266,
Tuvalu,1998,TUV,9656,
Uganda,1998,UGA,22537658,25.735.383.040.000
Ukraine,1998,UKR,49745868,231.737.278.464.000
United Arab Emirates,1998,ARE,2921135,111.460.818.944.000
United Kingdom,1998,GBR,58438320,1.766.690.914.304.000
United States,1998,USA,275835008,11.906.028.929.024.000
United States Virgin Islands,1998,VIR,106879,
Uruguay,1998,URY,3262676,44.280.102.912.000
Uzbekistan,1998,UZB,24256774,111.389.409.280.000
Vanuatu,1998,VUT,183102,
Venezuela,1998,VEN,23503816,335.829.106.688.000
Vietnam,1998,VNM,77128424,197.797.871.616.000
Western Sahara,1998,ESH,244601,
Yemen,1998,YEM,17608138,70.538.960.896.000
Zambia,1998,ZMB,9372432,12.949.236.736.000
Zimbabwe,1998,ZWE,11548365,27.984.269.312.000
Afghanistan,1999,AFG,19262854,11.517.317.120.000
Albania,1999,ALB,3208265,14.151.858.176.000
Algeria,1999,DZA,30346086,193.179.811.840.000
American Samoa,1999,ASM,57617,
Angola,1999,AGO,15870759,21.527.384.064.000
Antarctica,1999,ATA,,
Antigua and Barbuda,1999,ATG,73833,
Argentina,1999,ARG,36653032,538.270.564.352.000
Armenia,1999,ARM,3206033,14.850.691.072.000
Aruba,1999,ABW,86877,
Australia,1999,AUS,18800892,664.206.835.712.000
Austria,1999,AUT,7991382,270.186.299.392.000
Azerbaijan,1999,AZE,8101447,31.898.568.704.000
Bahamas,1999,BHS,320282,
Bahrain,1999,BHR,692138,9.805.050.880.000
Bangladesh,1999,BGD,126754824,187.796.340.736.000
Barbados,1999,BRB,264181,3.340.960.000.000
Belarus,1999,BLR,10308281,87.455.039.488.000
Belgium,1999,BEL,10224223,333.156.122.624.000
Belize,1999,BLZ,232750,
Benin,1999,BEN,6788596,12.157.430.784.000
Bermuda,1999,BMU,61004,
Bhutan,1999,BTN,571002,
Bolivia,1999,BOL,8439057,33.277.726.720.000
Bosnia and Herzegovina,1999,BIH,4153006,26.775.072.768.000
Botswana,1999,BWA,1691561,12.841.606.144.000
Brazil,1999,BRA,173486272,1.641.348.464.640.000
British Virgin Islands,1999,VGB,19610,
Brunei,1999,BRN,327058,
Bulgaria,1999,BGR,8162298,66.353.733.632.000
Burkina Faso,1999,BFA,11533557,14.604.707.840.000
Burundi,1999,BDI,6180189,4.732.759.552.000
Cambodia,1999,KHM,11899010,19.232.620.544.000
Cameroon,1999,CMR,14698975,29.453.676.544.000
Canada,1999,CAN,30399776,1.079.504.207.872.000
Cape Verde,1999,CPV,449630,1.412.383.360.000
Cayman Islands,1999,CYM,38319,
Central African Republic,1999,CAF,3655366,3.763.942.144.000
Chad,1999,TCD,7981888,5.546.915.840.000
Chile,1999,CHL,15176418,224.247.365.632.000
China,1999,CHN,1255433216,5.578.502.963.200.000
Colombia,1999,COL,38585040,321.381.171.200.000
Comoros,1999,COM,526450,631.495.296.000
Congo,1999,COG,3016661,11.329.485.824.000
Cook Islands,1999,COK,16523,
Costa Rica,1999,CRI,3901431,34.945.409.024.000
Cote d'Ivoire,1999,CIV,16345895,41.352.077.312.000
Croatia,1999,HRV,4605329,53.571.235.840.000
Cuba,1999,CUB,11070093,40.250.896.384.000
Cyprus,1999,CYP,931612,17.062.067.200.000
Czechia,1999,CZE,10249145,165.213.880.320.000
Democratic Republic of Congo,1999,COD,47227236,23.134.195.712.000
Denmark,1999,DNK,5319856,199.692.681.216.000
Djibouti,1999,DJI,719381,1.247.108.096.000
Dominica,1999,DMA,68713,390.881.664.000
Dominican Republic,1999,DOM,8411380,52.484.542.464.000
Ecuador,1999,ECU,12412056,84.464.762.880.000
Egypt,1999,EGY,69907888,409.778.257.920.000
El Salvador,1999,SLV,5923862,30.355.224.576.000
Equatorial Guinea,1999,GNQ,655039,5.587.884.544.000
Eritrea,1999,ERI,2356488,
Estonia,1999,EST,1403494,21.088.651.264.000
Eswatini,1999,SWZ,1018383,4.986.982.400.000
Ethiopia,1999,ETH,65077584,48.438.292.480.000
Faeroe Islands,1999,FRO,45230,
Falkland Islands,1999,FLK,3037,
Fiji,1999,FJI,823432,
Finland,1999,FIN,5165500,160.061.980.672.000
France,1999,FRA,58352208,1.950.261.968.896.000
French Guiana,1999,GUF,158134,
French Polynesia,1999,PYF,246832,
Gabon,1999,GAB,1240778,12.170.608.640.000
Gambia,1999,GMB,1396505,1.829.033.984.000
Georgia,1999,GEO,4394505,23.091.363.840.000
Germany,1999,DEU,81556968,2.632.654.520.320.000
Ghana,1999,GHA,19176800,38.131.240.960.000
Gibraltar,1999,GIB,27723,
Greece,1999,GRC,10993861,214.634.217.472.000
Greenland,1999,GRL,56129,
Grenada,1999,GRD,106841,
Guadeloupe,1999,GLP,425759,
Guam,1999,GUM,158406,
Guatemala,1999,GTM,11463503,66.900.680.704.000
Guinea,1999,GIN,8174900,7.849.296.384.000
Guinea-Bissau,1999,GNB,1206478,1.485.363.968.000
Guyana,1999,GUY,758021,
Haiti,1999,HTI,8208943,12.289.767.424.000
Honduras,1999,HND,6477370,19.928.432.640.000
Hong Kong,1999,HKG,6641959,202.921.197.568.000
Hungary,1999,HUN,10230263,126.067.187.712.000
Iceland,1999,ISL,277634,8.924.296.192.000
India,1999,IND,1040500032,2.681.321.029.632.000
Indonesia,1999,IDN,210996912,1.079.382.573.056.000
Iran,1999,IRN,64474748,567.746.232.320.000
Iraq,1999,IRQ,23820734,74.946.027.520.000
Ireland,1999,IRL,3719918,132.615.405.568.000
Israel,1999,ISR,5994091,147.072.876.544.000
Italy,1999,ITA,56945064,1.784.528.371.712.000
Jamaica,1999,JAM,2596276,17.139.270.656.000
Japan,1999,JPN,126555064,4.104.026.587.136.000
Jordan,1999,JOR,4950778,33.788.473.344.000
Kazakhstan,1999,KAZ,15256256,129.322.688.512.000
Kenya,1999,KEN,29965128,57.993.138.176.000
Kiribati,1999,KIR,87309,
Kuwait,1999,KWT,1877433,66.539.048.960.000
Kyrgyzstan,1999,KGZ,4878916,15.009.657.856.000
Laos,1999,LAO,5340060,11.458.882.560.000
Latvia,1999,LVA,2426357,25.600.796.672.000
Lebanon,1999,LBN,4250024,30.099.941.376.000
Lesotho,1999,LSO,1994247,3.670.807.296.000
Liberia,1999,LBR,2789749,2.325.522.432.000
Libya,1999,LBY,5058000,45.257.170.944.000
Lithuania,1999,LTU,3633949,36.398.338.048.000
Luxembourg,1999,LUX,429352,20.317.839.360.000
Macao,1999,MAC,425521,
Madagascar,1999,MDG,15730885,18.421.676.032.000
Malawi,1999,MWI,10973953,10.931.503.104.000
Malaysia,1999,MYS,22368652,279.023.157.248.000
Maldives,1999,MDV,278121,
Mali,1999,MLI,10916998,12.634.194.944.000
Malta,1999,MLT,395993,7.503.059.968.000
Martinique,1999,MTQ,433427,
Mauritania,1999,MRT,2620616,4.762.457.088.000
Mauritius,1999,MUS,1205416,15.922.504.704.000
Mexico,1999,MEX,96334808,1.156.619.567.104.000
Micronesia (country),1999,FSM,111553,
Moldova,1999,MDA,4303942,12.519.938.048.000
Mongolia,1999,MNG,2428500,6.816.929.792.000
Montserrat,1999,MSR,5790,
Morocco,1999,MAR,28176992,133.796.593.664.000
Mozambique,1999,MOZ,17337896,21.504.905.216.000
Myanmar,1999,MMR,45041644,75.075.469.312.000
Namibia,1999,NAM,1778280,10.909.879.296.000
Nauru,1999,NRU,10405,
Nepal,1999,NPL,24143162,37.151.145.984.000
Netherlands,1999,NLD,15812491,575.703.547.904.000
Netherlands Antilles,1999,ANT,,
New Caledonia,1999,NCL,217134,
New Zealand,1999,NZL,3833496,97.884.487.680.000
Nicaragua,1999,NIC,5049885,13.130.551.296.000
Niger,1999,NER,11231469,7.681.423.360.000
Nigeria,1999,NGA,119695568,247.535.173.632.000
Niue,1999,NIU,2167,
North Korea,1999,PRK,23204504,37.610.926.080.000
North Macedonia,1999,MKD,2023781,15.508.166.656.000
Northern Mariana Islands,1999,MNP,76256,
Norway,1999,NOR,4462148,228.162.633.728.000
Oman,1999,OMN,2312608,47.475.470.336.000
Pakistan,1999,PAK,149694464,440.333.205.504.000
Palestine,1999,PSE,3044490,18.589.120.512.000
Panama,1999,PAN,2943124,27.866.808.320.000
Papua New Guinea,1999,PNG,5321393,
Paraguay,1999,PRY,5026035,27.639.984.128.000
Peru,1999,PER,26252238,151.520.083.968.000
Philippines,1999,PHL,76249064,310.266.101.760.000
Poland,1999,POL,38354952,466.287.230.976.000
Portugal,1999,PRT,10233373,229.420.449.792.000
Puerto Rico,1999,PRI,3810114,99.507.937.280.000
Qatar,1999,QAT,613312,21.447.383.040.000
Reunion,1999,REU,775089,
Romania,1999,ROU,22039006,146.476.892.160.000
Russia,1999,RUS,147336384,1.369.025.019.904.000
Rwanda,1999,RWA,8009586,7.619.524.608.000
Saint Helena,1999,SHN,6115,
Saint Kitts and Nevis,1999,KNA,44852,
Saint Lucia,1999,LCA,158272,1.081.004.032.000
Saint Pierre and Miquelon,1999,SPM,6319,
Saint Vincent and the Grenadines,1999,VCT,114009,
Samoa,1999,WSM,182224,
Sao Tome and Principe,1999,STP,141823,310.102.880.000
Saudi Arabia,1999,SAU,21009664,440.714.592.256.000
Senegal,1999,SEN,9478565,19.929.669.632.000
Serbia,1999,SRB,7959748,42.474.164.224.000
Seychelles,1999,SYC,78848,1.110.391.424.000
Sierra Leone,1999,SLE,4475156,3.041.564.672.000
Singapore,1999,SGP,3966485,139.396.956.160.000
Slovakia,1999,SVK,5374617,73.685.016.576.000
Slovenia,1999,SVN,1986263,41.091.821.568.000
Solomon Islands,1999,SLB,419242,
Somalia,1999,SOM,8384475,
South Africa,1999,ZAF,46364680,320.626.884.608.000
South Korea,1999,KOR,46520448,1.004.162.449.408.000
Spain,1999,ESP,40542232,1.044.700.856.320.000
Sri Lanka,1999,LKA,18670408,102.672.506.880.000
Sudan,1999,SDN,25634162,
Suriname,1999,SUR,470469,
Sweden,1999,SWE,8848881,289.704.280.064.000
Switzerland,1999,CHE,7142199,298.852.253.696.000
Syria,1999,SYR,15901207,127.372.288.000.000
Taiwan,1999,TWN,22057216,556.406.079.488.000
Tajikistan,1999,TJK,6189567,9.907.040.256.000
Tanzania,1999,TZA,33499776,36.002.058.240.000
Thailand,1999,THA,62442652,574.009.180.160.000
Togo,1999,TGO,4867949,5.739.979.264.000
Tonga,1999,TON,101995,
Trinidad and Tobago,1999,TTO,1327067,22.780.489.728.000
Tunisia,1999,TUN,9788065,68.718.194.688.000
Turkey,1999,TUR,63185620,745.796.272.128.000
Turkmenistan,1999,TKM,4501087,15.251.959.808.000
Turks and Caicos Islands,1999,TCA,18008,
Tuvalu,1999,TUV,9661,
Uganda,1999,UGA,23279246,27.748.050.944.000
Ukraine,1999,UKR,49320116,235.148.296.192.000
United Arab Emirates,1999,ARE,3097572,125.528.113.152.000
United Kingdom,1999,GBR,58635204,1.822.988.828.672.000
United States,1999,USA,279181568,12.463.818.932.224.000
United States Virgin Islands,1999,VIR,107842,
Uruguay,1999,URY,3278965,43.167.539.200.000
Uzbekistan,1999,UZB,24602712,114.383.437.824.000
Vanuatu,1999,VUT,187450,
Venezuela,1999,VEN,23966964,317.196.894.208.000
Vietnam,1999,VNM,78123712,206.474.854.400.000
Western Sahara,1999,ESH,257302,
Yemen,1999,YEM,18114552,73.205.063.680.000
Zambia,1999,ZMB,9621248,13.971.743.744.000
Zimbabwe,1999,ZWE,11716452,27.841.265.664.000
Afghanistan,2000,AFG,19542986,11.283.792.896.000
Albania,2000,ALB,3182027,15.214.264.320.000
Algeria,2000,DZA,30774624,208.554.147.840.000
American Samoa,2000,ASM,58251,
Angola,2000,AGO,16394067,23.512.020.992.000
Antarctica,2000,ATA,,
Antigua and Barbuda,2000,ATG,75070,
Argentina,2000,ARG,37070772,536.481.038.336.000
Armenia,2000,ARM,3168525,15.244.832.768.000
Aruba,2000,ABW,89117,
Australia,2000,AUS,19017968,691.886.620.672.000
Austria,2000,AUT,8010425,280.410.161.152.000
Azerbaijan,2000,AZE,8190341,34.255.695.872.000
Bahamas,2000,BHS,325033,
Bahrain,2000,BHR,711446,11.416.501.248.000
Bangladesh,2000,BGD,129193336,200.830.320.640.000
Barbados,2000,BRB,264663,3.452.406.272.000
Belarus,2000,BLR,10256489,91.419.115.520.000
Belgium,2000,BEL,10264351,345.736.773.632.000
Belize,2000,BLZ,240420,
Benin,2000,BEN,6998022,12.746.225.664.000
Bermuda,2000,BMU,61390,
Bhutan,2000,BTN,587210,
Bolivia,2000,BOL,8592656,34.202.658.816.000
Bosnia and Herzegovina,2000,BIH,4179355,27.629.668.352.000
Botswana,2000,BWA,1726992,13.390.984.192.000
Brazil,2000,BRA,175873712,1.734.491.242.496.000
British Virgin Islands,2000,VGB,20126,
Brunei,2000,BRN,333937,
Bulgaria,2000,BGR,8097694,70.102.818.816.000
Burkina Faso,2000,BFA,11882896,14.546.977.792.000
Burundi,2000,BDI,6307665,4.647.177.728.000
Cambodia,2000,KHM,12118844,20.441.458.688.000
Cameroon,2000,CMR,15091598,31.207.909.376.000
Canada,2000,CAN,30683316,1.138.677.121.024.000
Cape Verde,2000,CPV,458258,1.540.942.336.000
Cayman Islands,2000,CYM,39683,
Central African Republic,2000,CAF,3759174,3.836.505.856.000
Chad,2000,TCD,8259144,5.599.909.376.000
Chile,2000,CHL,15351803,232.506.474.496.000
China,2000,CHN,1264099072,5.952.682.590.208.000
Colombia,2000,COL,39215136,330.667.819.008.000
Comoros,2000,COM,536762,656.399.296.000
Congo,2000,COG,3134034,12.472.091.648.000
Cook Islands,2000,COK,15920,
Costa Rica,2000,CRI,3979189,36.231.462.912.000
Cote d'Ivoire,2000,CIV,16799664,41.297.571.840.000
Croatia,2000,HRV,4548438,54.951.510.016.000
Cuba,2000,CUB,11105799,44.692.111.360.000
Cyprus,2000,CYP,948238,18.206.158.848.000
Czechia,2000,CZE,10234712,174.508.441.600.000
Democratic Republic of Congo,2000,COD,48616328,21.854.111.744.000
Denmark,2000,DNK,5340662,208.358.719.488.000
Djibouti,2000,DJI,742046,1.258.388.224.000
Dominica,2000,DMA,68365,404.483.808.000
Dominican Republic,2000,DOM,8540790,56.344.829.952.000
Ecuador,2000,ECU,12626511,85.978.873.856.000
Egypt,2000,EGY,71371368,443.940.929.536.000
El Salvador,2000,SLV,5958482,31.478.454.272.000
Equatorial Guinea,2000,GNQ,684986,6.341.192.192.000
Eritrea,2000,ERI,2392888,
Estonia,2000,EST,1396881,22.945.026.048.000
Eswatini,2000,SWZ,1030504,5.050.303.488.000
Ethiopia,2000,ETH,67031872,50.326.962.176.000
Faeroe Islands,2000,FRO,45684,
Falkland Islands,2000,FLK,3101,
Fiji,2000,FJI,832516,
Finland,2000,FIN,5176208,169.209.069.568.000
France,2000,FRA,58665456,2.031.949.578.240.000
French Guiana,2000,GUF,164367,
French Polynesia,2000,PYF,250939,
Gabon,2000,GAB,1272941,12.538.006.528.000
Gambia,2000,GMB,1437540,1.955.249.536.000
Georgia,2000,GEO,4265175,23.550.461.952.000
Germany,2000,DEU,81551680,2.741.356.986.368.000
Ghana,2000,GHA,19665506,39.519.514.624.000
Gibraltar,2000,GIB,27765,
Greece,2000,GRC,11038112,225.054.588.928.000
Greenland,2000,GRL,56204,
Grenada,2000,GRD,107442,
Guadeloupe,2000,GLP,424068,
Guam,2000,GUM,160209,
Guatemala,2000,GTM,11735893,68.715.679.744.000
Guinea,2000,GIN,8336973,8.142.368.256.000
Guinea-Bissau,2000,GNB,1230855,1.486.201.600.000
Guyana,2000,GUY,759059,
Haiti,2000,HTI,8360224,12.590.116.864.000
Honduras,2000,HND,6656727,21.239.306.240.000
Hong Kong,2000,HKG,6731195,216.781.242.368.000
Hungary,2000,HUN,10202054,134.035.357.696.000
Iceland,2000,ISL,281469,9.306.326.016.000
India,2000,IND,1059633664,2.773.211.152.384.000
Indonesia,2000,IDN,214072416,1.138.300.026.880.000
Iran,2000,IRN,65544380,600.692.162.560.000
Iraq,2000,IRQ,24628860,89.277.112.320.000
Ireland,2000,IRL,3768954,147.422.871.552.000
Israel,2000,ISR,6116955,159.558.369.280.000
Italy,2000,ITA,56966400,1.863.750.516.736.000
Jamaica,2000,JAM,2612203,17.441.458.176.000
Japan,2000,JPN,126803864,4.215.551.819.776.000
Jordan,2000,JOR,5056172,35.716.132.864.000
Kazakhstan,2000,KAZ,15236256,142.758.051.840.000
Kenya,2000,KEN,30851604,59.408.908.288.000
Kiribati,2000,KIR,88840,
Kuwait,2000,KWT,1934910,74.939.588.608.000
Kyrgyzstan,2000,KGZ,4935185,15.667.579.904.000
Laos,2000,LAO,5430862,12.209.285.120.000
Latvia,2000,LVA,2392536,26.780.788.736.000
Lebanon,2000,LBN,4320650,31.977.721.856.000
Lesotho,2000,LSO,1998632,3.769.602.304.000
Liberia,2000,LBR,2895229,2.767.093.248.000
Libya,2000,LBY,5154789,49.983.479.808.000
Lithuania,2000,LTU,3599639,37.788.340.224.000
Luxembourg,2000,LUX,435634,21.906.683.904.000
Macao,2000,MAC,431904,
Madagascar,2000,MDG,16216432,19.464.169.472.000
Malawi,2000,MWI,11229380,10.965.810.176.000
Malaysia,2000,MYS,22945152,305.415.979.008.000
Maldives,2000,MDV,282520,
Mali,2000,MLI,11239103,12.490.369.024.000
Malta,2000,MLT,399212,8.014.503.936.000
Martinique,2000,MTQ,432555,
Mauritania,2000,MRT,2695018,4.838.789.632.000
Mauritius,2000,MUS,1215930,16.925.978.624.000
Mexico,2000,MEX,97873448,1.241.194.692.608.000
Micronesia (country),2000,FSM,111725,
Moldova,2000,MDA,4251571,12.554.040.320.000
Mongolia,2000,MNG,2450988,7.225.650.688.000
Montserrat,2000,MSR,5166,
Morocco,2000,MAR,28554420,136.310.685.696.000
Mozambique,2000,MOZ,17768510,20.141.916.160.000
Myanmar,2000,MMR,45538340,84.093.542.400.000
Namibia,2000,NAM,1819148,11.306.642.432.000
Nauru,2000,NRU,10400,
Nepal,2000,NPL,24559504,39.381.725.184.000
Netherlands,2000,NLD,15899138,603.576.139.776.000
Netherlands Antilles,2000,ANT,280398,
New Caledonia,2000,NCL,221548,
New Zealand,2000,NZL,3855266,101.981.110.272.000
Nicaragua,2000,NIC,5123223,13.909.592.064.000
Niger,2000,NER,11622673,7.477.987.840.000
Nigeria,2000,NGA,122851984,268.133.056.512.000
Niue,2000,NIU,2096,
North Korea,2000,PRK,23367064,37.758.033.920.000
North Macedonia,2000,MKD,2037940,16.307.994.624.000
Northern Mariana Islands,2000,MNP,80353,
Norway,2000,NOR,4491204,242.722.144.256.000
Oman,2000,OMN,2344261,53.667.835.904.000
Pakistan,2000,PAK,154369920,459.798.544.384.000
Palestine,2000,PSE,3139950,16.535.485.440.000
Panama,2000,PAN,3001738,28.706.484.224.000
Papua New Guinea,2000,PNG,5508300,
Paraguay,2000,PRY,5123817,26.804.834.304.000
Peru,2000,PER,26654440,156.021.178.368.000
Philippines,2000,PHL,77958224,326.462.603.264.000
Poland,2000,POL,38504432,492.195.512.320.000
Portugal,2000,PRT,10300632,239.037.759.488.000
Puerto Rico,2000,PRI,3827104,104.392.663.040.000
Qatar,2000,QAT,645947,25.410.875.392.000
Reunion,2000,REU,785432,
Romania,2000,ROU,21919882,156.815.900.672.000
Russia,2000,RUS,146844848,1.540.482.793.472.000
Rwanda,2000,RWA,8109994,8.053.573.120.000
Saint Helena,2000,SHN,6048,
Saint Kitts and Nevis,2000,KNA,45492,
Saint Lucia,2000,LCA,159513,1.100.265.088.000
Saint Pierre and Miquelon,2000,SPM,6300,
Saint Vincent and the Grenadines,2000,VCT,113832,
Samoa,2000,WSM,184022,
Sao Tome and Principe,2000,STP,143729,312.853.568.000
Saudi Arabia,2000,SAU,21547398,488.694.415.360.000
Senegal,2000,SEN,9704291,20.451.864.576.000
Serbia,2000,SRB,7935023,46.079.098.880.000
Seychelles,2000,SYC,80073,1.136.006.784.000
Sierra Leone,2000,SLE,4584074,3.156.876.032.000
Singapore,2000,SGP,4053602,153.483.296.768.000
Slovakia,2000,SVK,5376700,74.412.965.888.000
Slovenia,2000,SVN,1984339,42.615.771.136.000
Solomon Islands,2000,SLB,429986,
Somalia,2000,SOM,8721465,
South Africa,2000,ZAF,46813272,340.328.906.752.000
South Korea,2000,KOR,46788588,1.086.261.690.368.000
Spain,2000,ESP,40741652,1.108.745.388.032.000
Sri Lanka,2000,LKA,18776374,109.929.504.768.000
Sudan,2000,SDN,26298778,
Suriname,2000,SUR,479011,
Sweden,2000,SWE,8871042,303.455.109.120.000
Switzerland,2000,CHE,7182052,316.330.344.448.000
Syria,2000,SYR,16307659,125.737.189.376.000
